0.041,0.25,Cash
0.0429,0.5,Cash
0.045106,1,Cash
0.045805,2,Swap
0.04614,3,Swap
0.04641,4,Swap
0.04671,5,Swap
0.04698,6,Swap
0.04721,7,Swap
0.04746,8,Swap
0.047735,9,Swap
0.04801,10,Swap
0.04921,15,Swap
0.04985,20,Swap
0.0502,30,Swap
